Year,Month,Title,Director,Cast,Genre
2017,DEC,Hello,Vikram Kumar,"Akhil Akkineni, Kalyani Priyadarshan, Jagapati Babu, Ramya Krishnan, Ajay",Action
2017,DEC,Okka Kshanam,Vi Anand,"Allu Sirish, Surbhi, Seerat Kapoor, Srinivas Avasarala, Jayaprakash",Sci-fi thriller
2017,DEC,2 Countries,N. Shankar,"Sunil, Manisha Raj, Sanjjanaa, Naresh, Sayaji Shinde, Raja Ravindra",Romantic comedy
2017,DEC,Jawaan,B. V. S. Ravi,"Sai Dharam Tej, Mehreen Pirzada, Prasanna, Subbaraju, Satyam Rajesh, Jaya Prakash, Kota Srinivasa Rao",Action
2017,AUG,Preminche Panilo Vunna,Pradeep Manchala,"Raghuram Dronavajjala, Bindu Barbie",Romance
2017,SEP,Ungarala Rambabu,Kranthi Madhav,"Sunil, Miya, Ashish Vidyarthi, Posani Krishna Murali, Prakash Raj, Ali, Rajeev Kanakala, Raja Ravindra, Vennela Kishore",Comedy
2017,AUG,Anando Brahma,Mahi V Raghav,"Taapsee Pannu, Srinivasa Reddy, Vennela Kishore, Thagubothu Ramesh, Shakalaka Shankar",Horror Comedy
2017,MAR,Happy Birthday,Pallela Veerareddy,"Chennamaneni Sridhar, Jyoti Sethi, Sanjjanaa, Sravan Raghavendra",Thriller
2017,MAR,Maa Abbayi,Kumar Vatti,"Chitra Shukla, Sree Vishnu",Romance
2017,MAR,Nenorakam,Sudharshan Salendra,"Sai Ram Shankar, Reshmi Menon, R. Sarath Kumar",Action
2017,MAR,Pichiga Nachav,V. Sesibhushan,"Sanjeev, Chetana Uttej, Nandu, Karunya",Romance
2017,MAR,Katamarayudu,Kishore Kumar Pardasani,"Pawan Kalyan, Shruti Hassan, Kamal Kamaraju",Action
2017,MAR,Kannayya,Vipul,"Vipul, Harshita Singh Panwar",Romantic drama
2017,MAR,Nuvvu Evaro Nenu Evaro,Bhaskar,"Suman Shetty, Meghana Rai",Romance
2017,MAR,Cine Mahal - Rojuki 4 Aatalu,Laxman Varma,"Ryan Rahul, Thejaswini, Siddhansh, Jeeva",Drama
2017,MAR,Guru,Sudha Kongara Prasad,"Daggubati Venkatesh, Ritika Singh",Action
2017,MAR,Rogue,Puri Jagannadh,"Ishaan, Mannara Chopra, Angela Krislinzki, Thakur Anoop Singh, Posani Krishna Murali, Ajaz Khan",Action
2017,APR,Aranyamlo,Sudarshan Reddy Palvai,"Rohit, Shalu, Charan Naidu",Horror
2017,APR,Chinni Chinni Asalu Nalo Regene,Santhosh Nelanti,"Keerthi Manu, Sonia Deepti, Pavan, Thagubothu Ramesh",Romance
2017,APR,Kathrina Kareena Madyalo Kamalhaasan,Ratna Korepally,"Mamatha Rahuth, Sasanka Mouli, Chithram Sreenu",Comedy
2017,APR,Lakshmi Devi Samarpinchu Nede Chudandi,Jakee Atheek,"Naresh, Aamani, Akhil, Charan, Kiran, Sonu,Poonam, Srikoti, Naga Babu",Fantasy/Comedy
2017,APR,Nuvvu Nenu Osey Orey,Ravichandra Kannikanti,"Arjun Mahi, Ashwini, Prudhviraj",Romance
2017,APR,Saranam Gacchami,Premaraj Enumula,"Naveen Sanjay, Tanishq Tiwari, Posani Krishna Murali",Drama
2017,APR, Mister,Srinu Vaitla,"Varun Tej, Lavanya Tripathi , Hebah Patel",Action
2017,APR,Dhada Puttistha,Harish. E,"Vinni Viyan, Neha Deshpande, Harini, Aanya",Romantic thriller
2017,APR,Iddari Madhya 18,Nani Acharya,"Ram Karthik, Bhanu Tripatri",Romance
2017,MAR,Lakshmi Bomb,Karthikeya Gopalakrishna,"Lakshmi Manchu, Posani Krishna Murali, Hema Syed, Jeeva Balachander",Comedy
2017,APR,Lanka,Sri Muni,"Raasi, Sai Ronak, Ina Saaha, Sijju, Supreeth, Leena Siddhu, Rajesh, Sathya, Sudarshan",Thriller
2017,MAR,Chitrangada,G. Ashok,"Anjali, Sakshi Gulati, Saptagiri, Raja Ravindra",Comedy thriller
2017,MAR,Kittu Unnadu Jagratha,Vamsi Krishna,"Raj Tarun, Anu Emmanuel, Arbaaz Khan",Romance / Action
2017,JAN,Evaro Tanevaro,S. Babji,"Naveen Gautham, Sarayu, Chalapathi Rao, Priyanka",Horror/thriller
2017,JAN,Inkenti Nuvve Cheppu,Siva Sri,"Prashanth Bodetti, Manikanta Sunny, Pujitha, Suman",Romance
2017,JAN,No.1 Hero Rajendar Love Stori,Rajendar,"Rajendar, Sri Devi",Romance
2017,JAN,Padamati Sandhyaragam London Lo,Vamshi Muniganti,"Mirabel Stuart, Chaitu Shantharam, Shahela Rani",Romantic comedy
2017,JAN,Ye Rojaithey Chusaano,G. Bala,"Manoj Nandam, Suma, Smithika Acharya, Monika Singh",Erotic romance
2017,JAN,Khaidi No. 150,V.V. Vinayak,"Chiranjeevi, Kajal Aggarwal, Tarun Arora",Action drama
2017,AUG,Prathi Kshanam,G. M. K. Reddy,"Maneesh, Tejaswini Prakash, Veda Sastry",Thriller
2017,JAN,Head Constable Venkataramaiah,Chadalavada Srinivasa Rao,"R. Narayana Murthy, Jayasudha",Crime drama
2017,JAN,Shatamanam Bhavati,Satish Vegesna,"Sharwanand, Anupama Parameswaran, Prakash Raj, Jayasudha",Romantic drama
2017,JAN,Luckunnodu,Raj Kiran,"Manchu Vishnu, Hansika Motwani",Action/ Comedy
2017,FEB,Nenu Local,Trinadha Rao Nakkina,"Nani, Keerthy Suresh, Naveen Chandra, Sachin Khedekar",Romantic Comedy
2017,FEB,Ika..Se..Love,Dungroth Nagaraj,"Sai Ravi, Deepthi",Romance
2017,FEB,Om Namo Venkatesaya,K. Raghavendra Rao,"Nagarjuna Akkineni, Anushka Shetty, Jagapati Babu, Saurabh Raj Jain",Devotional-Biographical
2017,FEB, Ghazi,Sankalp Reddy,"Daggubati Rana, Taapsee Pannu, Kay Kay Menon, Atul Kulkarni",War
2017,FEB,Vajralu Kavala Nayana,Radha Krishna,"Anil Buragani, Nikitha Bhist, Kasi Sivakumar",Comedy
2017,FEB,C/o Godavari,Raja Rammohan,"Deepu Naidu, Rohit Sirigiri, Shruthi Varma, Posani Krishna Murali, Prabhas Sreenu, Suman",Drama
2017,FEB,Winner,Gopichand Malineni,"Sai Dharam Tej, Rakul Preet Singh, Jagapati Babu, Mukesh Rishi",Action
2017,MAR,Dwaraka,Srinivas Ravindra,"Vijay Deverakonda, Pooja Jhaveri, Prakash Raj, Surekha Vani",Romance
2017,MAR,Gunturodu,S. K. Satya,"Manchu Manoj, Pragya Jaiswal, Rajendra Prasad, Kota Srinivasa Rao, Sampath Raj",Romance / Action
2017,MAR,Aakatayi,Rom Bhimana,"Aashish Raj, Rukshar Mir, Suman, Posani Krishna Murali, Brahmanandam",Action
2017,APR,Lover Boy,Sanjeev Naidu,"Sanjeev Naidu, Sonia Chowdhary",Romance
2017,JAN,Gautamiputra Satakarni,Krish,"Nandamuri Balakrishna, Shriya Saran, Hema Malini, Shiva Rajkumar",Historical drama
2017,MAY,Babu Baga Busy,Naveen Medaram,"Srinivas Avasarala, Tejaswi Madivada, Mishti Chakraborty, Sreemukhi",Comedy
2017,JUL,Rendu Rellu Aaru,Nandu,"Anil Mallela, Mahima, Aishwarya Gorak, Naresh",Romance
2017,JUL,Dr. Chakravarthy,Shekkhar Suri,"Richard Rishi, Sonia Mann, Lena",Thriller
2017,JUL,Patel S. I. R.,Vasu Parimi,"Jagapati Babu, Padmapriya Janakiraman, Tanya Hope, Posani Krishna Murali, Raghu Babu",Action
2017,JUL,Shamanthakamani,Sriram Adittya,"Nara Rohit, Sundeep Kishan, Aadi, Sudheer Babu, Rajendra Prasad",Action thriller
2017,JUL,Fidaa,Sekhar Kammula,"Varun Tej, Sai Pallavi, Satyam Rajesh",Romance
2017,JUL,Kala Varam Aaye,Sampath V. Kumar,"Vibheesh, Priyanka Jawalkar, Chandra Mohan, Sanjeev",Romantic drama
2017,JUL,Maya Mall,Govind Lalam,"Dilip Kumar, Eesha Rebba, Deeksha Panth, Thagubothu Ramesh",Horror
2017,JUL,Vaisakham,Jaya. B,"Harish, Avantika Mishra, Balireddy Pruthviraj",Romance
2017,JUL,Rakshasi,Panna Royal,"Abhimanyu Singh, Poorna, Panna Royal, Baby Dhanvi, Thagubothu Ramesh",Horror
2017,JUL,Goutham Nanda,Sampath Nandi,"Gopichand, Hansika Motwani, Catherine Tresa, Sachin Khedekar, Mukesh Rishi, Nikitin Dheer, Ajay",Action
2017,AUG,Darsakudu,Jakka Hari Prasad,"Ashok Bandreddi, Eesha Rebba, Poojitha Ponnada",Romantic drama
2017,AUG,Green Card,Rums,"Shatrughna Rayapati, Stephany, Chalapathi Rao",Comedy drama
2017,AUG,Idem Deyyam,V. Ravi Varma,"Racha Ravi, Kirak RP, Rachana Smith, Ruchi",Comedy drama
2017,AUG,Nakshatram,Krishna Vamsi,"Sundeep Kishan, Sai Dharam Tej, Regina Cassandra, Pragya Jaiswal, Prakash Raj, Tanish",Action
2017,AUG,LIE,Hanu Raghavapudi,"Nithiin, Megha Akash, Arjun Sarja, Ravi Kishan, Nassar",Thriller
2017,AUG,Jaya Janaki Nayaka,Boyapati Srinu,"Bellamkonda Sreenivas, Rakul Preet Singh, Jagapati Babu, Tarun Arora, R. Sarathkumar",Action
2017,AUG,Nene Raju Nene Mantri,Teja,"Rana Daggubati, Kajal Aggarwal, Catherine Tresa, Navdeep, Ashutosh Rana, Pradeep Rawat",Political Thriller
2017,APR,Baahubali: The Conclusion,S. S. Rajamouli,"Prabhas, Anushka Shetty, Ramya Krishna, Rana Daggubati, Tamannaah, Sathyaraj",Epic/Historical fiction
2017,JUL,Naku Nene Thopu Turumu,Sivamani Reddy,"Ashok Sunkara, Manasa Chalapathi Rao, Suman Shetty",Comedy
2017,JUL,Ninnu Kori,Shiva Nirvana,"Nani, Niveda Thomas, Aadhi Pinisetty, Tanikella Bharani, Murali Sharma, Rajashree, Neetu Chandra",Romance
2017,AUG,Vasham,Srikanth Challa,"Nanda Kishore, Vasudev Rao, Swethaa Varma",Thriller
2017,JUN,Jayadev,Jayanth C. Paranjee,"Ganta Ravi, Malvika Raaj, Vinod Kumar, Posani Krishna Murali, Vennela Kishore",Action
2017,JUN,Khayyum Bhai,Bharath,"Katta Rambabu, Taraka Ratna, Priya Harshitha",Action
2017,MAY,Rakshaka Bhatudu,Vamsi Krishna Akella,"Richa Panai, Brahmaji, Brahmanandam, Prabhakar",Action-comedy
2017,MAY,Venkatapuram,Venu Madikanti,"Rahul Haridas, Mahima Makwana, Ajay",Thriller
2017,MAY,Mixture Potlam,Sathish Kumar M. V.,"Shweta Basu Prasad, Jayanth, Geethanjali Thasya, Posani Krishna Murali, Bhanuchander",Romantic comedy
2017,MAY,Tik Tak,Haranath Policherla,"Haranath Policherla, Mounika, Nishi Gandha",Horror
2017,MAY,Gopyam,Ballem Venu Madhav,"Tharun Sharma, Indu Priya, Annapoorna",Thriller
2017,MAY,Neelimalai,Suryakiran Eladi,"Anand Krishna, Vrushali Gosavi, Ali, Satya Prakash",Romantic drama
2017,MAY,O Pilla Nee Valla,Kishore,"Krishna Chaitanya, Rajesh Rathod, Monica Singh",Romance
2017,MAY,Rarandoi Veduka Chudham,Kalyan Krishna Kurasala,"Naga Chaitanya, Rakul Preet Singh, Jagapati Babu, Sampath Raj, Vennela Kishore, Posani Krishna Murali, Balireddy Pruthviraj",Romance/Drama
2017,MAY,Keshava,Sudheer Varma,"Nikhil Siddharth, Ritu Varma, Isha Koppikar, Rao Ramesh",Action thriller
2017,MAY,Sriramudinta Srikrishnudanta,Naresh Penta,"Sekhar Varma, Deepthi Shetty, Madhusudhanan Rao, Madhumani Nidu",Romance
2017,JUN,Duvvada Jagannadham,Harish Shankar,"Allu Arjun, Pooja Hegde, Vennela Kishore",Action Comedy
2017,JUN,Raja Meeru Keka,Krishna Kishore,"Taraka Ratna, Revanth, Noel Sean, Lasya",Drama
2017,JUN,Pelliki Mundu Prema Katha,Madhu Gopu,"Chethan Cheenu, Sunaina, Thagubothu Ramesh",Romance
2017,JUN,Kaadhali,Pattabhi R. Chilukuri,"Harish Kalyan, Sai Ronak, Pooja K. Doshi, Mohan Raman",Drama
2017,MAY,Radha,Chandra Mohan,"Sharwanand, Lavanya Tripathi, Aksha Pardasany",Masala
2017,JUN,Neelampati Ammoru,Thota Krishnamurthy,"Sai Kiran, Suman, Sri Latha",Drama
2017,JUN,Fashion Designer s/o Ladies Tailor,Vamsi,"Sumanth Ashwin, Anisha Ambrose, Manali Rathod, Manasa Himavarsha",Romantic/Comedy
2017,JUN,Ami Thumi,Mohan Krishna Indraganti,"Srinivas Avasarala, Eesha Rebba, Adivi Sesh, Tanikella Bharani, Vennela Kishore",Comedy
2017,JUN,Andhhagadu,Veligonda Srinivas,"Raj Tarun, Hebah Patel, Rajendra Prasad, Ashish Vidyarthi, Raja Ravindra",Romantic/Comedy
2018,NOV,Kathanayakulu,Habeeb Shariff,"Prayaga Bhasker, Raghavendra Rao Yadav",Thriller
2018,SEP,Devadas,Sriram Adittya,"Nagarjuna Akkineni, Nani, Rashmika Mandanna, Aakanksha Singh, Kunal Kapoor",Romantic drama
2018,SEP,Natakam,Kalyanji Gogana,"Ashish Gandhi, Ashima Narwal",Romantic drama
2018,OCT,Desamlo Dongalu Paddaru,Goutham Rajkumar,"Khayyum Ali, Taniahq Rajan, Ali, Pruthviraj, Lohit Kumar",Drama
2018,OCT,Bhale Manchi Chowka Beram,Murali Krishna Mudidani,"Naveed, Mujtaba Ali Khan, Yamini Bhaskar, Kerintha Nookaraju",Romantic drama
2018,OCT,NOTA,Anand Shankar,"Vijay Devarakonda, Mehreen Pirzada, Yashika Anand, Sathyaraj, Nassar",Political drama
2018,OCT,Aravinda Sametha Veera Raghava,Trivikram Srinivas,"N. T. Rama Rao Jr., Pooja Hegde, Eesha Rebba, Jagapathi Babu, Sithara",Action Drama
2018,OCT,Moodu Puvulu Aaru Kayalu,Ramaswamy,"Arjun Yagith, Bharath Bandaru, Sowmya Venugopal, Pavani",Drama
2018,OCT,Hello Guru Prema Kosame,Trinadha Rao Nakkina,"Ram Pothineni, Anupama Parameswaran, Pranitha Subhash, Prakash Raj",Romantic comedy
2018,OCT,Bangari Balaraju,Kotendra Dudyala,"Raghav, Karronya Katrynn, Ajay Ghosh, Rohini, Lekhana",Romantic thriller
2018,NOV,Savyasachi,Chandoo Mondeti,"Naga Chaitanya, R. Madhavan, Nidhhi Agerwal, Bhumika Chawla",Action
2018,OCT,Ratham,Chandrashekar Kanuri,"Geetanand, Chandni Bhagwanani",Romantic comedy
2018,OCT,Veera Bhoga Vasantha Rayalu,R. Indrasena,"Nara Rohith, Sudheer Babu, Shriya Saran,  Sree Vishnu",Crime thriller
2018,NOV,Desa Dimmari,Nagesh Naradasi,"Tanish Alladi, Sherin, Suman, Mukul Dev, Fish Venkat",Action
2018,SEP,Nannu Dochukunduvate,R. S. Naidu,"Sudheer Babu, Nabha Natesh, Nassar, Thulasi Shivamani",Romantic drama
2018,OCT,2 Friends,Srinivas GLB,"Suraj Gowda, Sonia Dey Sarkar, Farah Titina, Akhil Karthik",Romantic comedy
2018,DEC,Maari 2,Balaji Mohan,Maari 2,Tamil
2018,SEP,C/O Kancharapalem,Venkatesh Maha,"Nithya Sree, Mohan Bhagath, Kesava. K, Radha Bessey, Vijaya Praveena Paruchuri, Subba Rao",Drama
2018,SEP,Ee Maya Peremito,Ramu Koppula,"Rahul Vijay, Kavya Thapar, Rajendra Prasad",Romantic drama
2018,AUG,Aatagallu,Paruchuri Murali,"Nara Rohit, Jagapathi Babu, Darshana Banik, Brahmanandam",Action - thriller
2018,NOV,Adhugo,Ravi Babu,"Ravi Babu, Nabha Natesh, Abhishek Varma, Bunty",Adventure
2018,AUG,Anthaku Minchi,Jhony,"Jai, Rashmi Gautam",Horror
2018,AUG,Neevevaro,Hari Nath,"Aadhi Pinisetty, Taapsee Pannu, Ritika Singh, Vennela Kishore",Action - thriller
2018,AUG,Super Sketch,Ravi Chavali,"Narsingh Makkala, Gary  Tantony, Indra Sena, Sameer Datta, Sophiya",Suspense thriller
2018,AUG,@Nartanasala,Srinivas Chakravarthy,"Naga Shourya, Kashmira Pardeshi, Yamini Bhaskar, Jayaprakash Reddy, Ajay",Romantic comedy
2018,AUG,Paper Boy,V. Jayashankar,"Santhosh Shoban, Riya Suman, Tanya Hope",Romantic drama
2018,SEP,Antharvedham,ch ravi kishore babu,"Tanikella Bharani, Amar, Santoshi, Posani Krishna Murali",suspense triller
2018,AUG,Sameeram,Ravi Gundaboina,"Yashwanth, Amrita Acharya, Getup Srinu, Jabardasth Ramu",Romantic drama
2018,SEP,Manu,Phanindra Narsetti,"Raja Gautham, Chandini Chowdhary, Aberaam Varma, Mohan Bhagath",Thriller
2018,SEP,Premaku Raincheck,Akella Peri Srinivas,"Abhilash Vadada, Priya Vadlamani, Monica Tavanam",Romance
2018,SEP,Silly Fellows,Bhimaneni Srinivasa Rao,"Allari Naresh, Sunil, Chitra Shukla, Nandini Rai, Poorna",Comedy
2018,SEP,Enduko Emo,Koti Vaddineni,"Nandu, Noel Sean, Punarnavi Bhupalam, Sudigali Sudheer",Romantic drama
2018,SEP,Masakkali,Nabi Enugubala,"Sai Ronak, Shravya, Kashi Vishwanath, Sirisha",Romantic drama
2018,SEP,Sailaja Reddy Alludu,Maruthi Dasari,"Naga Chaitanya, Anu Emmanuel, Ramya Krishna, Vennela Kishore, Prudhviraj",Romantic Comedy
2018,SEP,U Turn,Pawan Kumar,"Samantha Akkineni, Aadhi Pinisetty, Rahul Ravindran, Bhoomika Chawla",Mystery - Thriller
2018,SEP,Anu Vamsi Katha,Ramesh Mukkera,"Santhosh Raj, Neha Deshpande, Suman, Chammak Chandra",Drama
2018,NOV,Karma Kartha Kriya,Nagu Gawara,"Vasant Sameer, Sahar Afsha, Nutan Raj, Ravi Varma, Jayaprakash, Harsha Uppaluri",Romantic thriller
2018,DEC,Ishtangaa,Sampath V. Rudra,"Arjun Mahi, Tanishq Rajan, Duvvasi Mohan, Thagubothu Ramesh",Romantic drama
2018,NOV,Taxiwaala,Rahul Sankrityayan,"Vijay Devarakonda, Priyanka Jawlankar, Malavika Nair, Ravi Prakash",Science Fiction - Horror - Comedy
2018,DEC,My Dear Marthandam,Harish K. V.,"Prudhviraj, Rakendu Mouli, Kalyan Vitapu, Kalpika Ganesh,  Krishna Bhagavan",Comedy
2018,DEC,Pacific Rim Uprising,Steven S. DeKnight,Pacific Rim Uprising,English
2018,DEC,Rajaratham,Anup Bhandari,Rajaratha,Kannada
2018,DEC,Kaasi,Kiruthiga Udhayanidhi,Kaali,Tamil
2018,DEC,Dr. Satyamurthy,R. Senthil Nadan,Oru Mugathirai,Tamil
2018,DEC,Kaala,Pa. Ranjith,Kaala,Tamil
2018,DEC,Dammunte Sommera,Rambala,Dhilluku Dhuddu,Tamil
2018,DEC,Incredibles 2,Brad Bird,Incredibles 2,English
2018,DEC,Tik Tik Tik,Shakti Soundar Rajan,Tik Tik Tik,Tamil
2018,DEC,Chinna Babu,Pandiraj,Kadaikutty Singam,Tamil
2018,DEC,Vishwaroopam 2,Kamal Haasan,Vishwaroopam II,Tamil
2018,DEC,Roshagadu,Ganesh,Thimiru Pudichavan,Tamil
2018,DEC,Samudra Puthrudu Aquaman,James Wan,Aquaman,English
2018,DEC,Bhairava Geetha,Siddhartha,Bhairava Geetha,Kannada
2018,AUG,Geetha Govindam,Parasuram,"Vijay Devarakonda, Rashmika Mandanna, Nagendra Babu",Romantic - Comedy
2018,DEC,U - kathe hero,Kovera,"Kovera, Himansee Katragadda, Swapna Rao, Subhalekha Sudhakar, Tanikella Bharani",Action
2018,DEC,Manchukurisevelalo,Bala Bodepudi,"Ram Karthik, Pranali Ghoghare, Vijay Sai, Chammak Chandra",Romantic drama
2018,DEC,Idam Jagath,Anil Srikantam,"Sumanth, Anju Kurian, Adithya Menon, Sivaji Raja",Thriller
2018,DEC,Bluff Master,Gopi Ganesh,"Satyadev Kancharana, Nandita Swetha, Adithya Menon, Mahesh Achanta, Brahmaji",Thriller
2018,NOV,Sarabha,N. Narasimha Rao,"Aakash Kumar, Mishti Chakraborty, Sayaji Shinde, Napolean, Nassar, Puneet Issar",Adventure thriller
2018,NOV,24 Kisses,Ayodhya Kumar Krishnamsetty,"Adith Arun, Hebah Patel, Naresh, Rao Ramesh",Romantic comedy
2018,NOV,LAW,Gagan Gopal Mulka,"Kamal Kamaraju, Pooja Ramachandran, Mouryani, Manju Bhargavi",Horror thriller
2018,NOV,Rangu,Karthikeya,"Tanish, Priya Singh, Posani Krishna Murali, Raghu Karumanchi",Action drama
2018,NOV,Rule,Paidi Ramesh,"Shivamani, Sona Patel",Drama
2018,NOV,Sainyam,J. P. Sravan Kumar,"Vikranth Singh, Bhanu Prakash, Sanju Chowdhary",Action
2018,NOV,Student Power,Guna Apparao,"Venkat, Surya Kumari, Markandeya",Drama
2018,NOV,Amar Akbar Anthony,Srinu Vaitla,"Ravi Teja, Ileana D'Cruz, Laya, Tarun Arora, Abhimanyu Singh, Vikramjeet Virk, Sunil, Vennela Kishore",Action drama
2018,DEC,Operation 2019,Karanam P. Babji,"Srikanth, Diksha Panth, Manchu Manoj, Hari Teja, Sunil",Thriller drama
2018,DEC,Next Enti?,Kunal Kohli,"Sundeep Kishan, Tamannaah, Navdeep, Poonam Kaur, Larissa Bonesi",Romantic comedy
2018,DEC,Subhalekha+Lu,Sarrath Narwade,"Sreenivasa Sayee, Deeksha Sharma Raina, Priya Vadlamani, Vamsi Raj, Mona bedre, Appaji Ambarisha",Romantic drama
2018,DEC,Subrahmanyapuram,Santhosh Jagarlapudi,"Sumanth, Eesha Rebba, Saikumar, Amit Sharma",Thriller
2018,DEC,Anaganaga O Premakatha,Pratap Thatamsetti,"Ashwin J. Viraj, Riddhi Kumar",Romance
2018,DEC,Hushaaru,Sree Harsha Konuganti,"Rahul Ramakrishna, Tejus Kancherla, Tej Kurapati, Abhinav Chunchu, Dinesh Tej, Daksha Nagarkar, Priya Vadlamani, Ramya Pasupuleti, Hemal Ingle",Comedy
2018,DEC,Antariksham 9000 KMPH,Sankalp Reddy,"Varun Tej, Aditi Rao Hydari ,Lavanya Tripathi, Srinivas Avasarala",Science - Fiction Space Thriller
2018,DEC,Padi Padi Leche Manasu,Hanu Raghavapudi,"Sharwanand, Sai Pallavi, Priya Raman, Sunil, Vennela Kishore",Romance
2018,DEC,Kavacham,Srinivas Mamilla,"Bellamkonda Sreenivas, Kajal Aggarwal, Neil Nitin Mukesh, Mehreen Pirzada, Harshvardhan Rane, Posani Krishna Murali",Action thriller
2018,AUG,Srinivasa Kalyanam,Satish Vegesna,"Nithiin, Raashi Khanna, Nandita Swetha , Prakash Raj",Drama
2018,MAY,Mahanati,Nag Ashwin,"Keerthi Suresh, Dulquer Salman, Samantha Akkineni, Vijay Devarakonda, Rajendra Prasad",Biographical Period Film
2018,AUG,Siva Kasipuram,Hareesh Vattikutti,"Rajesh Sri Chakravarthy , Priyanka Sharma, Chammak Chandra",Romance
2018,FEB,Chalte Chalte,Pradeep K. K.,"Vishwadev Rachakonda, Priyanka Jain, Rajashree Nayar, Shayaji Shinde, Rao Ramesh",Romance
2018,FEB,Hyderabad Love Story,Raj Satya,"Rahul Ravindran, Sija Rose, Reshmi Menon",Romance
2018,FEB,Juvva,Trikoti Peta,"Ranjith, Pallak Lalwani, Posani Krishna Murali, Ali",Romance - Action
2018,FEB,Raa Raa,L. Ramakrishna Raju,"Meka Srikanth, Naziya, Posani Krishna Murali, Adhurs Raghu, Shakalaka Shankar",Horror-Comedy
2018,MAR,Ye Mantram Vesave,Sridhar Marri,"Vijay Deverakonda, Shivani Singh",Romance-Action
2018,MAR,Aithe 2.0,Raj Madiraju,"Indraneil Sengupta, Zara Shah, Kartavya Sharma, Abhishek Gupta",Thriller
2018,MAR,Kirrak Party,Sharan Koppisetty,"Nikhil Siddharth, Simran Pareenja, Samyuktha Hegde, Rakendu Mouli",Campus Romantic Comedy
2018,MAR,Nelluri Pedda Reddy,V. J. Reddy,"Satish Reddy, Mouryani, Ambati Srinivas",Drama
2018,MAR,Vadena,Sai Suneel Nimmala,"Shiv Tandel, Neha Deshpande, Ajay Ghosh",Thriller
2018,MAR,Manasainodu,Satyavarapu Venkateswararao,"Manoj Nandam, Priya Singh, Posani Krishna Murali, Raghu Babu",Thriller
2018,MAR,Anaganaga Oka Vullo,Sai Krishna K. V.,"Ashok Kumar, Priyanka Sharma, Suman, Krishnudu",Romantic drama
2018,MAR,MLA,Upendra Madhav,"Nandamuri Kalyan Ram, Kajal Aggarwal, Ravi Kishan, Brahmanandam",Action drama
2018,MAR,Needi Naadi Oke Katha,Udugula Venu,"Sree Vishnu, Satna Titus, Nara Rohit, Posani Krishna Murali",Romantic drama
2018,MAR,Rangasthalam,Sukumar,"Ram Charan, Samantha Akkineni, Aadhi Pinisetty, Jagapathi Babu, Prakash Raj",Period Revenge Drama
2018,APR,Chal Mohan Ranga,Krishna Chaitanya,"Nithiin, Megha Akash, Madhunandan, Rao Ramesh, Sanjay Swaroop",Drama
2018,FEB,Soda Golisoda,Hari Babu,"Maanas, Nitya Naresh, Brahmanandam, Ali, Shakalaka Shankar, Krishna Bhagawan",Romance
2018,APR,Satya Gang,Prabhas Nimmala,"Sathvik Eshwar, Prathyush, Akshita, Harshitha Singh, Suman, Suhasini Maniratnam",Action drama
2018,FEB,Rachayitha,Vidya Sagar Raju,"Vidya Sagar Raju, Sanchita Padukone, Ragini, Supriya",Drama
2018,FEB,Idi Naa Love Story,M. Ramesh Gopi,"Tarun Kumar, Oviya, Manchu Manoj",Romance
2018,AUG,Tharuvatha Evaru,G. Krishna Reddy  Rajesh Koduru,"Manoj, Priyanka Sharma, Kamal Kamaraju",Horror
2018,JAN,Chilkur Balaji,Allani Sridhar,"Sunil Sharma, Saikumar, S. P. Balasubrahmanyam, Aamani, Bhanu Sri Mehra, Suman",Devotional
2018,JAN,Agnyaathavaasi,Trivikram Srinivas,"Pawan Kalyan, Keerthy Suresh, Anu Emmanuel, Aadhi Pinisetty, Boman Irani",Action
2018,JAN,Jai Simha,K. S. Ravikumar,"Nandamuri Balakrishna, Nayantara, Haripriya, Natasha Doshi, Prakash Raj",Action
2018,JAN,Rangula Ratnam,Sri Rajani,"Raj Tarun, Chitra Shukla, Priyadarshi Pullikonda, Sithara",Romance
2018,JAN,3 Mukhi,Aishwarya Addala,"Aishwarya Addala, Satyanand, Gopi Chand, Yadha Kumar",Horror
2018,JAN,Ego,R. V. Subramanyam,"Aashish Raj Bidkikar, Simran Sharma, Diksha Panth",Romance
2018,JAN,Bhaagamathie,G. Ashok,"Anushka Shetty, Jayaram, Unni Mukundan, Asha Sarath, Murali Sharma",Thriller-Horror
2018,FEB,Chalo,Venky Kudumula,"Naga Shaurya, Rashmika Mandanna, Naresh, Achyuth Kumar, Raghu Babu",Romantic comedy
2018,FEB,HBD - Hacked By Devil,Krishna Karthik,"Santoshi Sharma, Meghana, Himaja",Horror
2018,FEB,Touch Chesi Chudu,Vikram Sirikonda,"Ravi Teja, Raashi Khanna, Seerat Kapoor, Freddy Daruwala",Action romance
2018,FEB,Howrah Bridge,Revan Yadhu,"Rahul Ravindran, Chandini Chowdhary, Manali Rathod, Rao Ramesh, Ajay, Ali",Romance
2018,FEB,Gayatri,R. R. Madan,"Mohan Babu, Shriya Saran, Vishnu Manchu, Brahmanandam",Action drama
2018,FEB,Inttelligent,V. V. Vinayak,"Sai Dharam Tej, Lavanya Tripathi",Action
2018,FEB,Tholi Prema,Venky Atluri,"Varun Tej, Raashi Khanna",Romance
